[2018-01-23 16:02:08] : [ĞÅÏ¢] hostpaths = d:\win72\Windows 7_two.vmsd, vitualpaths = W, virName = Windows×¢²á±íµÄµç×ÓÈ¡Ö¤·ÖÎö_ÕÅçù.pdf
[2018-01-23 16:02:08] : [ĞÅÏ¢] hostpaths = d:\win72\Windows 7_two.vmsd, vitualpaths = w, virName = www.cn-ki.net_»ùÓÚÔÆ¼ÆËãÆ½Ì¨µÄĞÂĞÍµç×ÓÈ¡Ö¤ÑĞ¾¿_»ÆÎÄ.pdf
[2018-01-23 16:02:08] : [ĞÅÏ¢] hostpaths = d:\win72\Windows 7_two.vmsd, vitualpaths = w, virName = www.cn-ki.net_ÔÆ¼ÆËã»·¾³ÏÂµÄµç×ÓÖ¤¾İÈ¡Ö¤¹Ø¼ü¼¼ÊõÑĞ¾¿_ÎâÉÜ±ø.pdf
[2018-01-23 16:02:08] : [ĞÅÏ¢] hostpaths = d:\win72\Windows 7_two.vmsd, vitualpaths = úWNW, virName = »ùÓÚWindows×¢²á±íµÄ¼ÆËã»úÈ¡Ö¤ÑĞ¾¿.pdf
[2018-01-23 16:02:08] : [ĞÅÏ¢] hostpaths = d:\win72\Windows 7_two.vmsd, vitualpaths = úWNèlŒQhˆH, virName = »ùÓÚ×¢²á±íHiveÎÄ¼şµÄ¶ñÒâ³ÌĞòÒş²Ø¼ì²â·½·¨.pdf
[2018-01-23 16:02:08] : [ĞÅÏ¢] hostpaths = d:\win72\Windows 7_two.vmsd, vitualpaths = QÜ~‰[hQ„v£›N‹N-, virName = ÍøÂç°²È«µÄÄÇĞ©ÊÂ-¾«Æ·ÊÓÆµ¿Î³Ì(33¿Î).pdf
[2018-01-23 16:02:10] : [ĞÅÏ¢] hostpaths = d:\win72\Windows 7_two.vmsd, vitualpaths = C, virName = C.Primer.Plus£¨µÚÎå°æ£©ÖĞÎÄ°æ.pdf
[2018-01-23 16:02:10] : [ĞÅÏ¢] hostpaths = d:\win72\Windows 7_two.vmsd, vitualpaths = C, virName = C.Traps.and.Pitfalls.pdf
[2018-01-23 16:02:10] : [ĞÅÏ¢] hostpaths = d:\win72\Windows 7_two.vmsd, vitualpaths = C, virName = CÓïÑÔÉî¶ÈÆÊÎö.pdf
[2018-01-23 16:02:10] : [ĞÅÏ¢] hostpaths = d:\win72\Windows 7_two.vmsd, vitualpaths = Øš(Ï‘C, virName = ¸ßÖÊÁ¿C¡¢C++±à³ÌÖ¸ÄÏ.pdf
[2018-01-23 16:02:10] : [ĞÅÏ¢] hostpaths = d:\win72\Windows 7_two.vmsd, vitualpaths = NS:Nz^Ä‰ƒYePg., virName = »ªÎª³ÌĞò¹æ·¶½Ì²Ä.pdf
[2018-01-23 16:02:11] : [ĞÅÏ¢] hostpaths = d:\BaiduNetdiskDownload\Windows XP with SP3 VOL MSDN\xpÉÏ´«\XP.vmx, vitualpaths = Documents and Settings:\Administrator\×ÀÃæ\C, virName = CP-JKBZ-1606ÍòÁ¢¿Æ¼¼2016Äê¶È²úÆ·²¿ÈËÔ±¼¨Ğ§¿¼ºË±ê×¼.doc
[2018-01-23 16:02:11] : [ĞÅÏ¢] hostpaths = d:\BaiduNetdiskDownload\Windows XP with SP3 VOL MSDN\xpÉÏ´«\XP.vmx, vitualpaths = Documents and Settings:\Administrator\×ÀÃæ\§NÁT2, virName = ²úÆ·2017µÚ41ÖÜÀîËÉÁÖÖÜ±¨±í.doc
[2018-01-23 16:02:11] : [ĞÅÏ¢] hostpaths = d:\BaiduNetdiskDownload\Windows XP with SP3 VOL MSDN\xpÉÏ´«\XP.vmx, vitualpaths = Documents and Settings:\Administrator\×ÀÃæ\§NÁT2, virName = ²úÆ·2017µÚ42ÖÜÀîËÉÁÖÖÜ±¨±í .doc
[2018-01-23 16:02:12] : [ĞÅÏ¢] hostpaths = d:\BaiduNetdiskDownload\Windows XP with SP3 VOL MSDN\xpÉÏ´«\XP.vmx, vitualpaths = Documents and Settings:\Administrator\×ÀÃæ\C, virName = CP-JKBZ-1606ÍòÁ¢¿Æ¼¼2016Äê¶È²úÆ·²¿ÈËÔ±¼¨Ğ§¿¼ºË±ê×¼.doc
[2018-01-23 16:02:12] : [ĞÅÏ¢] hostpaths = d:\data\vir2.vhd, vitualpaths = datw\vmdkspecs.doc\, virName = vmdkspecs.doc
[2018-01-23 16:02:12] : [ĞÅÏ¢] hostpaths = d:\data\vir2.vhd, vitualpaths = datw\www.cn-ki.net_LinuxµÄĞéÄâÎÄ¼şÏµÍ³ÖĞÊı¾İ½á¹¹µÄÑĞ¾¿_ÉòÓñÀû.pdf\, virName = www.cn-ki.net_LinuxµÄĞéÄâÎÄ¼şÏµÍ³ÖĞÊı¾İ½á¹¹µÄÑĞ¾¿_ÉòÓñÀû.pdf
